web-scraper-order,web-scraper-start-url,heading,brand,market_price,images-src,summary,keyfeatures,spec_headings,spec_data,shipping_status,pickup_status,delivery_status
"1739740972-1108","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","https://i5.walmartimages.com/asr/a05c1c1a-c2ee-483d-aff3-015c37e18dd4.7d8bbfbcd62a7a735f14aaec510fb607.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1109","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","https://i5.walmartimages.com/asr/4398609c-d49e-4673-88cf-ff3fb2aa6fa7.d96f59b9997df8353c95ee8a346ebdd6.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1110","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","Highly fragranced","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1111","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","Releases a soothing fragrant scent","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1112","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","Replace wax melts when fragrance is gone","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1113","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","Easy clean up","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1114","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","No flame or soot residue","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1115","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","Wax can be recycled or reused","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1116","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","Use with Electric Wax Warmer","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1117","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","Assortment of Better Homes & Gardens Scented Wax Melts & Wax Melt Warmers available","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1118","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","","Warranty information","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740972-1119","https://walmart.com/ip/17056991","Wild Berries & Cheesecake Scented Wax Melts, Better Homes & Gardens, 2.5 oz","Better Homes & Gardens","Now $1.97","","Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melt features the taste-tempting allure of ripe blueberry, juicy blackberry, and sweet meadow strawberry swirled in a rich glaze of white sugar and zesty lemon over creamy New York style cheesecake. Combine your favorite Better Homes & Gardens wax melt fragrances to create custom blends. Better Homes & Gardens 2.5 oz Wild Berry Cheesecake Scented Wax Melts are for use in an electric wax warmer and release a soothing highly fragrant scent into the air immediately upon melting. They are ideal for spreading a relaxing scent and welcoming atmosphere throughout your home. Simply break off a piece and add it to your favorite electric wax warmer(Wax Warmer Sold Separately)","","","N/A","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1120","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","https://i5.walmartimages.com/seo/Anchor-Hocking-Glass-Measuring-Cup-4-Cup_a52148ea-5d98-4f4f-a92a-a604b50fcaae.c6f81480d0fba68405541f001763496d.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1121","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","https://i5.walmartimages.com/asr/43125215-be74-4904-811d-53af7fea550a.3798332d6c57aa3d3ea66e4ec1b009d5.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1122","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","https://i5.walmartimages.com/asr/accd4275-01e3-4919-a34d-b62dfd05e053.e8b45b1fc650b5fd0469d9d062de14da.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1123","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","https://i5.walmartimages.com/asr/9be4105a-667b-461b-aaf8-82393e093513.7a0f9738f5f7587324fefd0665b9a4f9.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1124","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","https://i5.walmartimages.com/asr/38006eac-04c7-4e39-ae76-2d4c72ec425c.e4a6a460f6c68b11a2ec937d0a0f825f.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1125","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","https://i5.walmartimages.com/asr/a9f54cbc-ffcd-4ce3-b314-3e4b745a6f47.8dc0c8100c1904af6bf0966a72baf5cb.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1126","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","https://i5.walmartimages.com/asr/9426e5c3-2eb3-4d61-817c-e68f6dcc6765.6166163e4507280647c88e61cac8cbcf.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1127","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","INCLUDES: (1) 32-ounce glass measuring cup with a signature spout and handle for easy, clean pouring to reduce messes and ensure you can be as exact as possible in your cooking.","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1128","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","EASY READ LINES: Our glass measuring cups have bright red markings in imperial and metric units. Because lines are fired on, they won’t scratch or wash off like other liquid measuring cups.","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1129","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","MICROWAVE, DISHWASHER, FRIDGE/FREEZER SAFE: Measuring cups melt, mix, and reheat. Sturdy, solid glass ensures you can whisk, beat, and pour in the same cup you measure.","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1130","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","LEAD FREE. BPA FREE: Glass measuring cup is made of chip resistant, nonporous glass. It won’t stain, retain smells, or leach dangerous chemicals or microplastics into food.","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1131","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","Features","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1132","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","Brand","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1133","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","Assembled Product Weight","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1134","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","Assembled Product Dimensions (L x W x H)","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1135","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","Nesting","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1136","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","Anchor Hocking","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1137","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","2.48 lbs","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740976-1138","https://walmart.com/ip/14938489","Anchor Hocking Glass Measuring Cup, 4 Cup","Visit the Anchor Hocking Store","Now $5.17","","Anchor Hocking’s 32-ounce glass measuring cup has an easy-grip handle and a signature spout to ensure sturdy and reliable measuring, mixing, and pouring. Glass is built tough to handle the microwave, dishwasher, fridge, and freezer. Red markings in imperial and metric units are etched on so they won't scratch or wash off. From whipped coffee to trendy mug cakes, our glass measuring cup promises to up your kitchen game with precision and perfection.","","","5.77 x 7.95 x 5.78 Inches","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740982-1139","https://walmart.com/ip/779057256","Purex Crystals In-Wash Fragrance and Scent Booster, Lavender Blossom, 21 Ounce","Visit the Purex Store","$4.27","https://i5.walmartimages.com/seo/Purex-Crystals-In-Wash-Fragrance-and-Scent-Booster-Lavender-Blossom-21-Ounce_cb8bced6-ff02-4752-ac41-6fd13e755773_1.d970b871f36393738cda8bc9e9d14d9e.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Wander through colorful, sun-lit fields of lavender and give your laundry long-lasting, just-washed freshness with Purex Crystals Lavender Blossom scent booster. Purex Crystals infuses your clothes with an extraordinary freshness that puts the finishing touch on your laundry and makes every day a little more rewarding. With the exciting variety of fragrances Purex Crystals offers, it's easy to find a fragrance to match every laundry occasion. Whether it's a relaxing freshness for your sheets or a more stimulating scent for you and your family's activewear, Purex Crystals has you covered. Have fun and try them all. This package includes one 21-ounce bottle of Purex Crystals Lavender Blossom in-wash fragrance booster. Voted 2019 Product of the Year in laundry booster category and survey of 40,000 people by Kantar TNS.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740982-1140","https://walmart.com/ip/779057256","Purex Crystals In-Wash Fragrance and Scent Booster, Lavender Blossom, 21 Ounce","Visit the Purex Store","$4.27","https://i5.walmartimages.com/asr/72495950-2d6b-4fff-8264-cd3f83cab608_2.dea4e18cfac043baa70f369f92a85054.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Wander through colorful, sun-lit fields of lavender and give your laundry long-lasting, just-washed freshness with Purex Crystals Lavender Blossom scent booster. Purex Crystals infuses your clothes with an extraordinary freshness that puts the finishing touch on your laundry and makes every day a little more rewarding. With the exciting variety of fragrances Purex Crystals offers, it's easy to find a fragrance to match every laundry occasion. Whether it's a relaxing freshness for your sheets or a more stimulating scent for you and your family's activewear, Purex Crystals has you covered. Have fun and try them all. This package includes one 21-ounce bottle of Purex Crystals Lavender Blossom in-wash fragrance booster. Voted 2019 Product of the Year in laundry booster category and survey of 40,000 people by Kantar TNS.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740982-1141","https://walmart.com/ip/779057256","Purex Crystals In-Wash Fragrance and Scent Booster, Lavender Blossom, 21 Ounce","Visit the Purex Store","$4.27","https://i5.walmartimages.com/asr/8fcb9586-d09b-4395-8ee9-b2dc7e77cc74_1.587a337da799cf06f8262b989abe377e.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Wander through colorful, sun-lit fields of lavender and give your laundry long-lasting, just-washed freshness with Purex Crystals Lavender Blossom scent booster. Purex Crystals infuses your clothes with an extraordinary freshness that puts the finishing touch on your laundry and makes every day a little more rewarding. With the exciting variety of fragrances Purex Crystals offers, it's easy to find a fragrance to match every laundry occasion. Whether it's a relaxing freshness for your sheets or a more stimulating scent for you and your family's activewear, Purex Crystals has you covered. Have fun and try them all. This package includes one 21-ounce bottle of Purex Crystals Lavender Blossom in-wash fragrance booster. Voted 2019 Product of the Year in laundry booster category and survey of 40,000 people by Kantar TNS.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740982-1142","https://walmart.com/ip/779057256","Purex Crystals In-Wash Fragrance and Scent Booster, Lavender Blossom, 21 Ounce","Visit the Purex Store","$4.27","https://i5.walmartimages.com/asr/295fbc44-b3fc-466c-8faa-7064d74301a0_2.dfae01cbe6df6c05b84c40e0c8c63005.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Wander through colorful, sun-lit fields of lavender and give your laundry long-lasting, just-washed freshness with Purex Crystals Lavender Blossom scent booster. Purex Crystals infuses your clothes with an extraordinary freshness that puts the finishing touch on your laundry and makes every day a little more rewarding. With the exciting variety of fragrances Purex Crystals offers, it's easy to find a fragrance to match every laundry occasion. Whether it's a relaxing freshness for your sheets or a more stimulating scent for you and your family's activewear, Purex Crystals has you covered. Have fun and try them all. This package includes one 21-ounce bottle of Purex Crystals Lavender Blossom in-wash fragrance booster. Voted 2019 Product of the Year in laundry booster category and survey of 40,000 people by Kantar TNS.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
"1739740982-1143","https://walmart.com/ip/779057256","Purex Crystals In-Wash Fragrance and Scent Booster, Lavender Blossom, 21 Ounce","Visit the Purex Store","$4.27","https://i5.walmartimages.com/asr/b1da7777-498f-4662-afdf-ce80240ba3c6_2.56791ac9fb32ea47e000016d715d15e3.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF","Wander through colorful, sun-lit fields of lavender and give your laundry long-lasting, just-washed freshness with Purex Crystals Lavender Blossom scent booster. Purex Crystals infuses your clothes with an extraordinary freshness that puts the finishing touch on your laundry and makes every day a little more rewarding. With the exciting variety of fragrances Purex Crystals offers, it's easy to find a fragrance to match every laundry occasion. Whether it's a relaxing freshness for your sheets or a more stimulating scent for you and your family's activewear, Purex Crystals has you covered. Have fun and try them all. This package includes one 21-ounce bottle of Purex Crystals Lavender Blossom in-wash fragrance booster. Voted 2019 Product of the Year in laundry booster category and survey of 40,000 people by Kantar TNS.","","","","ShippingOut of stock","PickupToday","DeliveryToday"
